@relation First_trial_regression_before

@attribute Screen_num_7 numeric
@attribute Show_num_7 numeric
@attribute Money_num_7 numeric
@attribute Audience_num_7 numeric
@attribute 'Director Effect' numeric
@attribute 'Distributor Effect' numeric
@attribute Month numeric
@attribute Nationality numeric
@attribute 'Before grade' numeric
@attribute 'After grade' numeric
@attribute Age numeric
@attribute 'Actor Effect' numeric
@attribute Audience numeric

@data
5,7,2821500,438,0,0,2,0,8.1,7.08,15,0,358046
497,1489,162522200,20421,0,1,4,0,8.81,7.58,15,0,356976
6,11,21919500,2758,0,1,6,1,8.81,6.13,15,0,356342
1,3,10081000,1014,0,0,1,0,8.9,7.14,15,0,355813
23,56,63777000,9041,0,0,11,1,9.43,7.91,15,0,351779
6,28,34514000,4717,0,0,7,0,9.27,8.55,15,0,351555
25,43,43158600,5453,0,0,2,1,8.57,8.13,15,1,351276
16,20,17978300,2149,0,0,5,0,9.2,8.51,18,1,351091
1,1,6352000,397,0,0,3,0,9.05,7.15,7,0,350563
10,26,43612000,5540,0,0,5,1,8.87,7.28,15,0,350129
8,15,24960000,3306,0,1,12,0,9.21,8.14,7,0,348883
1,3,133000,19,0,0,6,0,9.45,5.9,18,0,348772
8,27,44229000,5650,0,0,8,1,8.39,5.99,15,0,346483
162,719,128565500,18512,0,1,5,0,9.61,8.86,7,0,346441
5,7,19015000,1985,0,0,8,0,9.33,6.76,18,0,344876
3,6,21261000,2549,0,0,1,0,9.14,8.66,18,0,344766
7,11,9909000,1699,0,0,12,0,9.56,8.52,7,0,343268
5,7,10326000,1225,0,0,12,0,9.61,4.87,7,0,341882
27,36,49126000,6369,0,1,6,1,8.63,7.74,18,0,339844
203,765,303443000,49081,0,1,11,1,8.07,6.91,12,0,338168
234,651,69148000,9900,0,1,6,1,9.54,9.27,7,0,338080
0,0,0,0,0,0,10,0,8.98,8.26,18,0,336312
3,13,13144000,2066,0,0,9,0,9.83,9.12,7,0,335706
19,99,90608000,16350,0,1,5,1,7.62,7.08,7,0,334323
10,43,57410500,9227,0,0,11,1,6.83,7.16,15,0,332619
2,7,33122000,2602,0,0,9,0,9.09,7.59,12,0,332180
1,1,1043000,149,0,0,11,0,8.24,7.21,12,0,331877
8,32,37388000,5697,0,1,7,1,8.45,6.67,18,0,331760
2,3,5780000,665,0,1,7,0,9.82,8.38,7,0,330665
15,28,27436000,3974,0,1,9,0,5.78,7.06,15,0,329086
174,427,66363900,8122,0,0,4,0,7.38,7.94,12,0,329029
7,34,69171000,8670,0,0,9,0,9.38,8.61,15,0,328767
11,30,38998000,4915,0,0,6,0,8.75,8.16,15,0,327612
22,26,6664000,899,0,1,1,0,9.07,7.4,12,0,327591
3,5,9396000,870,0,1,2,0,9.47,8.38,7,0,325016
26,103,156062800,18677,0,1,1,1,9.01,8.05,12,0,324420
11,24,18951500,3631,0,1,10,1,8.7,2.89,15,0,322459
17,39,31326000,4613,0,0,9,0,9.65,8.4,18,0,320997
2,7,11285000,1362,0,0,12,1,8.61,6.5,18,0,320923
6,6,9544000,1193,0,1,1,0,9.13,8.95,7,0,320409
10,16,31706000,3805,0,0,12,0,9.58,8.75,7,0,320353
5,10,17804000,1963,0,0,9,0,9.66,8.38,7,0,319072
236,599,72571500,10463,0,0,10,0,8.11,7.39,15,0,318157
20,33,53494000,6760,0,1,11,1,7.81,5.59,12,1,317505
26,88,112368000,15545,0,1,4,1,9.83,9.31,15,0,316788
24,50,53574500,6916,0,0,10,1,8.85,8.41,15,0,316780
161,450,63695500,8594,0,0,8,0,9.14,7.25,15,0,315888
184,2085,489940500,71412,0,1,1,0,9.93,8.34,15,0,315863
0,0,0,0,0,0,7,0,8.64,8.64,7,0,315809
12,15,2720000,358,0,1,6,0,8.8,8.99,7,0,315348
22,31,39873000,4342,0,0,2,0,9.31,8.52,18,0,315321
8,24,28514000,3956,0,1,2,0,7.47,7.82,12,0,315305
13,26,27777500,4669,0,1,3,1,9.07,6.85,15,0,313953
13,98,82869000,20153,0,1,1,0,9.06,5.79,7,0,312640
5,14,1846000,307,0,0,8,0,9.12,7.43,7,0,312576
6,8,17638000,2103,0,0,8,0,8.17,7.96,7,0,311456
6,31,63623000,8960,0,0,3,0,9.45,7.07,12,0,311274
22,25,17028000,3797,0,0,10,0,9.5,5.84,18,0,310548
2,3,10719000,699,0,0,2,0,8.32,5.98,12,0,309729
445,1433,203865800,25610,0,1,4,1,8.9,7.9,15,0,308180
1,1,2112000,264,0,1,7,0,8.71,3.81,15,0,308057
0,0,0,0,0,0,10,0,8.76,8.09,7,0,307217
1,1,1712000,214,0,0,2,0,8.68,7.33,7,0,306837
34,83,127810000,15910,0,0,12,1,9.27,9.01,7,0,306119
34,59,101294000,12245,0,1,1,0,9.52,8.59,7,0,305100
2,3,3280000,404,0,0,12,0,9.63,8.77,7,0,300477
1,1,1200000,150,0,0,8,0,10,7.17,7,0,299434
4,5,7256000,1050,0,1,2,0,7.67,6.21,12,0,298983
11,19,25026000,3208,0,0,2,0,8.85,7.95,7,0,298298
12,30,43915000,5717,0,1,10,0,8.06,7.99,18,0,298086
17,32,33379700,4000,0,0,2,0,9.31,8.88,15,0,297944
19,74,79427000,11669,0,0,1,0,8.65,8.32,12,0,297356
3,6,11803000,1341,0,0,5,0,9.22,8.56,7,0,297025
10,27,33020000,5281,0,0,7,0,9,8.11,7,0,295189
1,4,12272000,1534,0,0,1,0,8.97,7.51,15,0,294320
2,3,972000,108,0,1,12,0,9.51,8.07,7,0,293787
7,10,15442000,1960,0,0,12,0,8.85,8.34,18,0,292655
8,8,13040000,1630,0,0,6,0,9.57,8.04,12,0,292529
21,101,72394000,9115,0,1,12,0,8.87,7.66,15,0,292430
2,2,1302000,260,0,0,2,0,8.87,7.59,15,0,292217
3,3,12000,2,0,0,1,0,9.3,5.81,15,0,291685
244,748,109458500,14987,0,1,10,1,9.21,7.48,15,0,291143
3,15,7307000,1556,0,1,8,0,8.58,5.78,18,0,290334
5,14,24760000,2854,0,0,2,0,9.57,8.29,7,0,289645
6,7,13358000,1401,0,0,3,0,9.05,7.84,18,0,289534
0,0,0,0,0,0,10,0,8.88,5.74,18,0,289117
3,7,11362000,1450,0,0,10,1,6.86,7.5,15,0,288016
5,15,19433500,3132,0,0,12,1,7.6,5.4,15,1,286657
1,1,0,0,0,0,5,0,7.9,6.7,15,0,284619
4,7,600000,120,0,0,4,0,9.27,9.08,12,0,284360
17,31,57132000,7620,0,0,1,1,9.25,7.4,15,0,283449
2,5,9197000,1127,0,1,4,1,9.42,8.42,7,0,283300
10,11,19584000,2448,0,1,3,0,8.9,6.92,15,0,282662
8,19,14202000,1892,0,0,12,0,9.61,8.75,7,0,282419
1,1,2016000,252,0,0,8,0,8.94,6.16,15,0,281642
6,12,19695000,2539,0,0,5,0,8.32,7.4,15,0,279488
4,6,10323000,1079,0,1,5,1,9.23,7.86,7,0,278914
3,4,5681000,765,0,0,12,0,8.98,7.85,12,0,278015
3,8,5054000,824,0,0,6,0,9.07,7.01,15,0,277224
4,9,13091000,1673,0,0,2,0,9.25,8,18,0,276379
20,20,13685000,2863,0,0,1,0,9.29,8.9,7,1,276334
5,9,2766000,538,0,0,4,0,7.5,7.08,18,0,274628
7,23,30096000,3591,0,1,2,0,9.22,5.27,7,0,274229
3,14,6000000,850,0,1,2,1,9.41,8.35,15,0,272890
34,116,84420000,9725,0,0,5,0,9.45,8.38,7,0,272736
15,34,22397000,3310,0,1,4,1,4.07,4.07,18,0,272648
2,3,4734000,789,0,1,4,0,9.22,8.38,7,0,272062
195,627,126536500,18687,0,0,8,1,7.71,2.52,15,0,271514
1,2,48000,6,0,0,2,0,8.75,4.72,18,0,270683
9,32,48829500,6637,0,0,3,1,8.88,6.86,15,0,270602
10,17,32154000,4092,0,1,10,1,8.94,6.18,15,0,270148
5,6,9085000,1663,0,0,7,0,8.69,7.25,7,0,269947
2,3,10062000,774,0,1,2,0,9.01,7.57,18,1,269510
3,4,11728000,1466,0,1,1,0,7.71,8.35,15,0,269157
0,0,0,0,0,1,2,0,9.81,7.41,18,0,267843
18,60,25380000,3334,0,0,1,0,9.17,8.68,7,0,267373
2,3,4800000,800,0,0,9,0,10,7.63,18,0,266574
321,858,136673400,21421,0,1,2,0,7.97,7.99,15,0,266389
5,10,19242000,2534,0,1,12,0,7.87,7.84,7,0,266253
1,2,5182000,607,0,0,5,0,8.99,7.17,12,0,265744
11,22,23562000,4157,0,0,3,1,10,7.52,15,0,265323
4,10,15308000,2188,0,1,7,0,9.22,8.15,7,0,264918
11,32,31138500,3919,0,0,9,0,9.66,8.33,7,0,262289
62,82,53856000,6332,0,0,11,0,9.28,8.39,12,0,260721
5,9,17310000,2436,0,0,3,0,8.23,8.42,18,0,260144
2,2,1732000,433,0,0,11,0,7.48,4.11,15,0,257808
13,43,58594000,9178,0,0,9,1,8.1,5.79,18,0,257716
7,17,13026300,1605,0,1,2,0,9.49,8.27,12,0,257381
162,652,93908000,10351,0,0,9,0,8,6.55,18,0,257193
9,14,15400000,3080,0,1,12,0,9.4,8.2,15,0,257106
1,1,2608000,326,0,0,1,0,9.66,8.26,15,0,256475
2,2,3312000,414,1,1,8,0,7.75,5.7,15,0,256346
7,18,30850000,3891,0,1,6,1,8.14,4.28,18,1,255151
13,26,44355000,6407,0,0,10,1,8.99,6.88,15,0,252475
9,10,19684000,2345,0,1,10,0,8.75,7.46,15,0,252444
4,7,12516000,1717,0,1,8,1,8.19,7.89,15,2,251314
9,22,24356000,3067,0,1,6,1,8.73,6.39,18,1,250650
16,37,25904000,5799,0,1,6,1,8.15,5.94,15,0,249114
0,0,0,0,0,0,7,0,8.73,4.99,15,0,248943
17,46,43642400,4649,0,0,3,1,9.4,7.84,15,0,248215
4,12,2706000,427,0,1,10,0,9.2,7.17,15,0,247373
1,1,900000,150,0,0,3,0,9.75,6.12,15,0,247138
2,5,4308000,547,0,0,10,0,8.81,6.18,12,1,245343
1,2,88000,13,0,0,8,0,9.62,5.54,15,0,244338
31,60,82062000,12566,0,1,4,1,8.51,7.52,12,1,243094
3,4,6312000,789,0,0,9,0,9.42,7.55,18,0,242707
2,2,0,0,0,0,2,0,9,5.94,18,0,241669
169,609,111256000,15483,0,0,10,0,9.26,9.05,15,0,241514
15,114,19166000,2358,0,0,6,0,9.37,7.81,15,0,240990
0,0,0,0,0,0,3,0,8.96,7.25,15,0,239674
6,6,7300000,1100,0,0,3,0,9.7,8.19,15,0,239483
1,3,13202000,854,0,0,10,0,9.3,8.43,12,0,238257
32,48,17711000,2115,0,0,3,0,8.68,8.64,18,0,238073
18,56,23163500,2963,0,1,6,0,9.07,8.04,12,0,237147
110,274,88585500,11234,0,0,3,0,8.96,7.96,18,0,236359
1,2,6984000,714,0,0,2,0,9.15,8.46,7,0,236129
7,18,22545000,3184,0,0,12,0,8.51,7.84,7,0,235688
3,10,22202000,2202,0,1,6,0,9.16,8.38,12,0,235207
6,7,14605000,2003,0,0,12,0,8.28,7.5,7,0,233563
5,5,8016000,1002,0,1,1,0,9.43,8.12,7,0,233347
12,46,65371800,8093,0,0,9,0,9.45,8.63,7,0,233283
16,56,66627000,12765,0,1,10,1,8.79,6.42,15,0,233211
0,0,0,0,0,0,2,0,8.19,7.49,15,0,232972
2,7,3681000,706,0,0,1,0,7.8,8.16,15,0,232532
12,28,36755000,5208,0,0,4,1,9.2,7.67,15,0,232016
0,0,0,0,0,0,8,1,8.66,5.87,15,1,229610
3,6,10714000,1355,0,0,8,1,8.59,7.14,15,0,229610
22,124,206212800,24445,0,0,2,1,9.3,8.78,12,0,229059
0,0,0,0,0,1,2,0,8.25,7.25,15,0,229014
2,3,0,0,0,0,9,0,8.29,6.8,12,0,228899
11,21,33625000,4681,0,1,4,0,9.34,7.35,15,0,228539
1,1,1638000,234,0,0,7,0,9.33,8.08,7,0,228143
15,164,58231000,8118,0,1,6,0,8.63,6.99,18,0,228090
6,24,33957000,4680,0,0,12,0,8.99,7.87,7,0,227586
0,0,0,0,0,0,10,0,8.18,3.59,12,0,227354
6,11,13282105,1778,0,1,5,0,9.22,8.83,12,0,225842
8,11,19844000,2768,0,1,8,0,8.48,7.25,12,0,225146
8,15,18331000,3112,0,1,2,1,9.1,6.61,18,2,224891
20,23,26183300,2681,0,0,11,0,9.63,8.55,12,0,224849
16,31,26728100,3316,0,0,4,1,9.42,8.78,18,0,224452
3,6,9592000,1419,0,1,2,0,9.02,8.42,7,0,222953
9,17,23604000,3393,0,1,4,0,6.3,7.1,15,0,222927
29,115,108577000,20478,0,1,6,1,8.89,7.8,12,0,222731
0,0,0,0,0,0,5,0,9.25,9.11,7,0,222594
4,10,16508000,2599,0,1,5,1,8.92,8.91,15,0,222017
7,8,8753200,1081,0,1,4,0,7.61,6.32,15,0,221327
4,5,1260000,315,0,1,4,0,9.85,8.45,7,0,221176
6,25,17212000,3794,0,1,4,1,9.81,8.3,15,0,219962
1,2,3302000,532,0,0,5,0,8.47,6.18,15,0,219678
11,32,50147000,5918,0,0,4,0,9.56,8.3,7,0,219621
0,0,0,0,0,0,2,0,8.59,4.45,15,0,217924
3,18,28375000,3895,0,1,7,1,9.15,6.1,7,0,217493
5,5,6377000,911,0,1,4,0,9.24,8.33,7,0,217320
3,12,6092000,824,0,0,2,0,9.59,8.13,18,0,217077
1,2,3489000,395,0,1,12,0,9.61,8.96,12,0,216861
4,7,12400000,1550,0,1,4,0,9.38,8.69,12,0,216852
9,24,37094000,5804,0,0,9,0,9.21,8.63,7,0,216755
4,7,12116000,2000,0,1,5,0,10,8.18,12,0,216703
0,0,0,0,0,0,6,0,7.97,5.82,12,0,216676
4,4,6120000,1320,0,0,4,0,9.65,7.35,7,0,216487
4,10,15614000,1725,0,1,12,0,9.65,8.79,7,0,215993
1,3,2160000,242,0,1,10,0,9.58,3.78,18,1,215362
4,10,6356000,908,0,0,1,1,8.81,5.85,12,0,214946
43,140,118408200,15058,0,0,4,0,9.36,9.04,12,0,214003
7,23,8513000,1698,0,0,2,0,9.36,8.65,12,0,213500
5,9,6130000,1276,0,1,2,1,7.89,6.52,15,0,212854
26,194,73294700,10458,0,0,9,0,7.48,6.4,18,0,212599
5,14,20696000,2678,0,0,10,0,9.14,8.48,7,0,212368
5,11,19185000,2385,0,0,5,1,8.73,7.37,18,0,212154
0,0,0,0,0,1,2,0,6.88,6.67,15,0,212035
1,2,49000,7,0,0,4,0,9.43,6.34,18,0,211740
1,5,2100000,287,0,1,3,0,9.32,6.29,18,0,211290
0,0,0,0,0,0,8,0,9.24,8.91,7,0,210493
30,47,50365000,9668,0,1,11,1,8.77,6.32,15,1,210278
1,4,2645000,331,0,0,8,0,9.87,6.2,15,0,210018
9,12,13727000,1961,0,0,2,0,9.92,8.43,15,0,209673
3,3,3500000,500,0,0,4,0,8.43,6.11,15,0,208912
5,10,9033000,1539,0,0,3,0,8.76,6.72,15,0,208094
2,2,3171000,453,0,0,1,0,8.92,7.28,7,0,208054
13,32,45304000,5647,0,1,12,1,8.47,6.97,15,0,206953
102,237,127263500,16993,0,0,9,0,10,7.99,7,0,206320
22,91,63019000,8903,0,1,1,1,9.62,8.65,7,0,205579
1,8,13710000,1800,0,0,3,0,7.99,8.19,18,0,204742
14,29,61764000,7640,0,1,2,1,8.52,7.83,18,1,203775
22,29,27286500,4002,0,0,5,0,9.57,8.11,18,0,203476
8,28,31819000,5261,0,0,12,0,8.7,8.2,15,1,202805
5,8,15586000,1771,0,1,1,0,9.22,8.69,7,0,202538
7,23,15656000,3884,0,1,3,0,9.62,8.17,15,0,202148
15,31,46822500,5826,0,0,2,0,9.49,8.7,7,0,201365
1,2,32000,4,0,0,11,1,8.71,7.72,18,1,200123
3,4,4112000,614,0,0,2,0,9.14,7.75,18,0,200038
