@relation 'First trial'

@attribute ﻿Screen_num_7 numeric
@attribute Show_num_7 numeric
@attribute Money_num_7 numeric
@attribute Audience_num_7 numeric
@attribute 'Director Effect' numeric
@attribute 'Distributor Effect' numeric
@attribute Month numeric
@attribute Date numeric
@attribute Nationality numeric
@attribute 'Before grade' numeric
@attribute 'After grade' numeric
@attribute Age numeric
@attribute 'Actor Effect' numeric
@attribute Audience numeric

@data
2828,13618,2400965000,335026,0,1,6,21,1,8.19,5.67,15,0,497880
3115,12038,2259838000,329553,0,1,12,18,1,9.36,6.66,12,0,492773
2108,11035,2554422000,373003,0,1,6,5,1,8.75,6.61,15,0,492465
1943,11352,1945287500,260231,0,1,11,4,1,8.49,8.11,15,0,491207
1936,10279,2042435000,276612,0,0,11,3,0,8.59,8.05,15,0,489855
1229,5203,1603045500,226142,0,0,2,6,1,9.76,9.26,12,0,489409
1148,5702,1374587500,181651,0,0,8,20,0,9.16,8.42,18,0,488242
3830,16912,2109806707,270381,0,1,4,13,1,6.08,7.95,15,0,485083
3459,11255,1942888648,257735,0,0,5,19,1,8.99,8.76,15,0,480987
2848,13047,2523297017,335527,0,0,7,2,1,7.47,5.46,15,0,480528
2593,10475,3094760821,427216,0,1,1,29,1,7.45,4.04,12,0,480361
1846,11163,1348628000,186605,0,0,4,22,1,9.72,9.26,7,0,478822
2471,5992,2216504500,315912,0,0,1,29,1,8.94,6.67,7,0,478392
3847,15944,1851914245,262560,0,1,1,27,1,9.18,8.47,12,1,476665
3931,17053,3559683195,426018,0,1,2,8,0,9.31,7.09,15,1,475309
2841,8998,2323383854,304770,0,0,4,29,1,8.85,6.69,15,0,472693
1666,3533,1394268000,197041,0,1,12,25,0,8.08,8.72,7,1,472692
2582,13327,2611055500,339314,0,1,6,16,0,8.26,6.8,12,0,472118
2033,10554,1932929500,253447,0,0,9,29,1,6.46,6.46,18,0,471547
2358,13329,2237944500,307859,0,1,1,28,1,8.59,7.2,7,0,471103
2692,5015,2140658100,307230,0,1,8,5,0,9.65,8.47,7,0,470990
1872,8707,1484988500,224417,0,1,12,18,1,7.99,7.54,12,0,470256
1884,9874,1917950500,258678,0,1,10,6,0,8.74,7.11,12,0,468273
2722,12380,2285240500,299474,0,0,1,18,1,8.93,8.84,12,0,467697
3182,14647,2727496490,344492,0,1,10,2,1,8.02,6.66,18,0,465749
2268,7268,2101620500,252162,0,0,7,20,0,8.93,8.12,7,0,465607
3637,17724,3049341728,382607,0,1,3,5,1,8.89,6.26,18,0,465492
2193,11845,3856008500,370290,0,0,2,10,0,8.42,7.31,15,0,464607
1853,9495,2512353500,341755,0,0,8,12,0,9.66,7.52,15,0,464076
2116,10882,2662206500,366719,0,0,12,23,0,9.73,5.85,12,0,462999
2378,12984,2241569000,306223,0,1,6,14,0,7.93,6.44,15,0,462176
1975,11940,1754350500,235466,0,0,11,10,0,9.49,8.08,12,0,459535
3697,17740,2915087418,349549,0,0,4,5,0,8.14,7.29,15,0,459421
1340,4192,984056500,132078,0,0,8,18,0,9.73,9.34,12,0,458988
1558,8789,1279669000,185386,0,0,3,26,0,8.88,8.94,18,0,457343
3705,16988,1995289000,296921,0,0,10,30,1,9.11,7.58,15,0,451669
2570,9143,2549627128,338536,0,1,1,9,0,8.04,8.22,18,0,449071
2919,7922,1288076533,165943,0,0,3,23,0,9.45,9.35,12,0,448826
1845,9749,895983500,56717,0,1,5,5,1,7.8,6.27,12,0,447569
3044,9542,1972356507,248771,0,1,1,21,0,8.97,8.43,18,0,446664
1200,8207,1737859500,236206,0,1,1,13,0,7.92,7.46,12,0,446510
2841,5801,1338495500,181496,0,1,12,10,1,9.76,8.8,7,0,445014
3551,16009,2676538658,333714,0,0,4,13,0,8.04,7.63,12,0,445009
2650,13689,2525327228,348793,0,1,9,6,0,9.61,7.71,15,0,444045
2027,7479,2188982000,280693,0,0,1,11,0,9.02,8.03,18,0,443889
2016,10597,2379121000,324647,0,0,7,9,1,7.32,2.79,18,1,443462
128,378,150157500,23030,0,0,9,9,1,8.71,9.35,7,0,441707
1126,4245,1096358500,186826,0,0,2,12,0,9.38,6.55,7,0,441525
1413,8306,2221414000,310485,0,0,8,6,1,8.81,6.29,15,0,438833
2730,15139,2425059000,338721,0,0,12,1,0,7.93,5.94,15,0,437101
1253,5848,1423451000,232853,0,0,8,14,1,9.78,7.89,12,0,435551
1479,7776,2087228500,277120,0,1,1,13,0,8.68,6.65,15,0,435201
4020,14355,2402419133,317610,0,1,3,29,1,9.01,8.18,15,0,433825
1648,9724,1452465500,226680,0,0,1,10,0,9.5,8.99,7,0,431376
3406,13626,2975178489,381494,0,1,8,13,1,6.56,5.35,15,1,431310
3471,8632,2173613100,294038,0,0,1,18,1,9.54,8.73,7,0,429569
2584,12739,2368379000,324267,0,0,11,28,1,9.46,7.1,18,0,429141
2014,7816,1541908500,209796,0,1,3,3,0,9.5,6.49,7,0,428896
2768,12444,2429809749,311067,0,0,9,3,1,8.19,6.45,15,0,428429
2522,12938,2304704000,299345,0,1,6,9,1,8.35,7.2,15,1,428139
3427,6725,2131954600,294865,0,0,4,28,0,9.32,8.6,7,0,427764
2236,12752,2234082026,319671,0,1,7,12,1,7.54,6.97,15,0,425972
3628,15325,2955732900,371019,0,1,1,7,1,8.35,6.71,15,0,425799
1827,11872,1953039500,305640,0,0,3,12,0,5.05,3.22,7,0,425571
3455,14297,2467761100,316828,0,1,4,16,0,8.56,7.77,15,0,424041
1823,9977,1609254500,232381,0,0,11,10,1,9.17,7.5,15,0,424002
1772,3971,1332299500,183881,0,0,2,13,1,8.81,8.09,15,0,423026
1459,9950,1963143000,301610,0,0,1,1,1,8.48,7.38,15,0,422363
3121,14905,2342052331,301562,0,0,5,27,1,9.53,7.73,18,0,414626
1780,7457,1767799500,252641,0,1,12,6,1,9.28,8.64,15,0,414083
3649,13150,2062102955,260578,0,0,5,17,0,8.52,7.87,12,0,412843
2558,12020,2612001331,348157,0,1,7,16,0,8.56,6.35,15,0,410644
1845,3800,1639521500,238340,0,0,12,25,0,9.54,8.49,7,0,407264
906,2179,626392200,76546,0,0,5,12,0,9.25,8.81,15,0,406284
1562,7576,1468636500,195017,0,0,6,10,0,8.86,7.76,18,0,405580
2085,8905,1747271410,217026,0,1,7,10,1,7.94,7.76,18,0,404456
1684,6736,1100562000,166132,0,0,1,13,0,8.44,8.02,7,0,401477
2891,13915,2853317547,342243,0,1,8,28,0,9.16,7.91,12,0,400329
2966,13109,2658906600,350612,0,0,8,20,0,8.07,4.28,12,0,399667
1770,11000,2335533000,306435,0,0,8,19,0,9.64,6.71,18,0,398097
1891,10853,1546412000,203138,0,1,3,10,1,6.48,6.99,15,0,397923
1926,4019,1747516300,253602,0,1,8,6,0,9.67,8.77,12,0,397381
1710,11687,1958365000,257167,0,0,11,5,1,8.46,7.5,18,0,395865
1948,10364,1684968500,257802,0,0,9,25,0,9.28,7.94,12,0,391513
2063,10729,1741473500,258727,0,1,9,25,1,9.62,8.07,12,1,390741
2059,5021,1571172500,249620,0,1,8,7,0,9.19,8.72,12,0,389253
2626,10935,2320810000,326241,0,0,7,4,0,8.79,7.28,15,0,387527
2980,14755,2288259532,311706,0,0,1,28,1,9.16,7.69,15,0,387409
3769,17229,2122709438,276779,0,1,10,30,1,8.46,7.42,15,1,385934
1321,6841,1136167000,169899,0,0,1,30,0,8.5,7.77,18,0,385841
2574,5411,1018171400,135808,0,1,4,24,0,9.66,8.42,7,0,385552
3112,9132,2284089991,281163,0,0,7,13,0,8.53,8.05,15,0,384789
2116,12830,2108319000,279037,0,0,3,15,0,9.05,7.5,15,0,383862
4003,15189,2389553623,308499,0,0,3,23,1,9.23,7.97,15,0,383336
2685,11226,1785040936,234739,0,0,6,24,1,6.95,7.93,15,1,383332
2567,10835,3734530300,335539,0,0,12,29,0,8.95,7.28,12,0,382607
431,1440,374619000,46749,0,0,3,24,0,9.49,9.3,12,0,381243
1895,9724,1878471674,249372,0,0,2,28,0,8.54,7.28,18,0,378729
1603,9653,2225055500,296512,0,0,2,11,0,7.68,6.47,12,0,377801
1939,12635,2110859000,278219,0,0,3,11,0,8.07,7.14,18,0,375573
2148,11934,1809295000,238745,0,0,3,3,0,8.42,7.19,12,0,373344
3370,6899,2067488600,277294,0,0,1,4,0,9.25,8.56,7,0,366442
1004,4169,1387762000,200307,0,0,12,23,0,9.38,8.81,7,0,366277
1737,9792,1551987500,249448,0,0,2,19,0,8.91,5.72,7,0,365525
2765,12477,1901680796,223364,0,0,2,26,0,8.26,5.49,18,0,364415
1162,7314,1595528500,220553,0,1,10,21,0,8.65,6.58,12,0,364251
1679,10802,1768861500,233844,0,0,3,17,0,9.19,7.01,15,0,362572
1645,10429,1450568000,216158,0,0,6,11,0,9.1,6.82,15,0,360661
2771,6307,1790822891,241503,0,1,5,21,0,9.52,8.37,7,0,360556
797,4454,841981000,115331,0,0,4,15,0,9.66,9.3,12,0,359899
1371,2553,1248026500,189306,0,1,12,22,0,9.38,7.84,7,0,359663
1092,5745,1308193500,171090,0,0,11,26,0,9.62,8.17,7,0,358286
1599,9152,1642222000,270030,0,0,2,21,0,8.1,7.08,15,0,358046
3091,14848,2096257520,255024,0,1,4,7,0,8.81,7.58,15,0,356976
3163,15242,2427568000,314592,0,1,6,18,1,8.81,6.13,15,0,356342
3842,14526,2774355921,340391,0,0,1,11,0,8.9,7.14,15,0,355813
2419,12328,1870003000,246175,0,0,11,2,1,9.43,7.91,15,0,351779
1272,3638,846080597,115640,0,0,7,5,0,9.27,8.55,15,0,351555
3800,13982,2287572421,301012,0,0,2,22,1,8.57,8.13,15,1,351276
1127,2979,697291900,87697,0,0,5,22,0,9.2,8.51,18,1,351091
2763,11198,2156054000,261906,0,0,3,7,0,9.05,7.15,7,0,350563
3410,13335,2443299186,302408,0,0,5,9,1,8.87,7.28,15,0,350129
1661,4258,976518250,258877,0,1,12,19,0,9.21,8.14,7,0,348883
1639,11052,2012003000,293634,0,0,6,12,0,9.45,5.9,18,0,348772
2936,13221,2406923705,312329,0,0,8,27,1,8.39,5.99,15,0,346483
1451,3751,1805883000,270251,0,1,5,5,0,9.61,8.86,7,0,346441
2251,12219,2337825000,291884,0,0,8,30,0,9.33,6.76,18,0,344876
2093,5811,1595668994,198300,0,0,1,14,0,9.14,8.66,18,0,344766
459,2226,1177939500,177546,0,0,12,24,0,9.56,8.52,7,0,343268
2408,7399,2320495988,305157,0,0,12,24,0,9.61,4.87,7,0,341882
2460,9473,1891599100,231509,0,1,6,3,1,8.63,7.74,18,0,339844
2427,10762,1387520000,203751,0,1,11,29,1,8.07,6.91,12,0,338168
2020,10244,1189050000,163571,0,1,6,24,1,9.54,9.27,7,0,338080
1592,7198,1373240500,182228,0,0,10,28,0,8.98,8.26,18,0,336312
1436,3583,683146761,100720,0,0,9,13,0,9.83,9.12,7,0,335706
2458,11083,1525782000,218674,0,1,5,16,1,7.62,7.08,7,0,334323
2118,11474,1782130601,249302,0,0,11,22,1,6.83,7.16,15,0,332619
2197,6736,2491748848,271143,0,0,9,24,0,9.09,7.59,12,0,332180
2866,10660,1952903306,240982,0,0,11,9,0,8.24,7.21,12,0,331877
1787,6564,1323818566,179128,0,1,7,25,1,8.45,6.67,18,0,331760
2436,4109,1317346420,174895,0,1,7,20,0,9.82,8.38,7,0,330665
1822,11605,1860927000,251600,0,1,9,2,0,5.78,7.06,15,0,329086
2356,6624,1170071300,162631,0,0,4,10,0,7.38,7.94,12,0,329029
1128,6826,1359043500,181089,0,0,9,3,0,9.38,8.61,15,0,328767
1459,5886,1088022500,148580,0,0,6,16,0,8.75,8.16,15,0,327612
2552,11011,2188050500,298951,0,1,1,16,0,9.07,7.4,12,0,327591
2356,4539,1657327200,216278,0,1,2,18,0,9.47,8.38,7,0,325016
3540,11636,1956531840,249534,0,1,1,4,1,9.01,8.05,12,0,324420
1634,10660,1512780000,204641,0,1,10,8,1,8.7,2.89,15,0,322459
1236,8757,1486049500,192925,0,0,9,17,0,9.65,8.4,18,0,320997
2807,12667,1911479182,234998,0,0,12,3,1,8.61,6.5,18,0,320923
2384,6034,1666683000,257687,0,1,1,9,0,9.13,8.95,7,0,320409
2988,5285,1365370800,179026,0,0,12,7,0,9.58,8.75,7,0,320353
2095,3180,1287652300,176112,0,0,9,24,0,9.66,8.38,7,0,319072
1803,10606,1367317000,189647,0,0,10,14,0,8.11,7.39,15,0,318157
3535,14891,1781075739,251328,0,1,11,25,1,7.81,5.59,12,1,317505
2252,10390,1068141500,144509,0,1,4,20,1,9.83,9.31,15,0,316788
2520,11127,1395925161,184354,0,0,10,23,1,8.85,8.41,15,0,316780
1276,7900,1433248000,194306,0,0,8,20,0,9.14,7.25,15,0,315888
1141,4968,814450500,123122,0,1,1,3,0,9.93,8.34,15,0,315863
516,1849,526485000,86338,0,0,7,17,0,8.64,8.64,7,0,315809
2528,10929,1833010300,239737,0,1,6,18,0,8.8,8.99,7,0,315348
1392,3293,1001472600,118546,0,0,2,4,0,9.31,8.52,18,0,315321
2032,8123,1619412500,231648,0,1,2,27,0,7.47,7.82,12,0,315305
2191,11419,1541138500,206581,0,1,3,24,1,9.07,6.85,15,0,313953
1267,5742,851714500,139160,0,1,1,24,0,9.06,5.79,7,0,312640
1553,10663,1362672500,217464,0,0,8,21,0,9.12,7.43,7,0,312576
2133,4119,1575520500,216696,0,0,8,13,0,8.17,7.96,7,0,311456
1210,7374,1173879000,174151,0,0,3,26,0,9.45,7.07,12,0,311274
1701,11035,1898314500,244836,0,0,10,1,0,9.5,5.84,18,0,310548
3476,14383,2535877179,291733,0,0,2,5,0,8.32,5.98,12,0,309729
2965,15191,1578892448,198396,0,1,4,21,1,8.9,7.9,15,0,308180
956,5663,1626397000,234812,0,1,7,9,0,8.71,3.81,15,0,308057
1687,8764,1619486900,183323,0,0,10,28,0,8.76,8.09,7,0,307217
1818,4001,1147151500,177731,0,0,2,21,0,8.68,7.33,7,0,306837
1339,4340,1106548965,147316,0,0,12,31,1,9.27,9.01,7,0,306119
2580,7126,1551122029,211132,0,1,1,7,0,9.52,8.59,7,0,305100
2260,3545,1330230500,185666,0,0,12,23,0,9.63,8.77,7,0,300477
1582,3876,1000845000,150473,0,0,8,8,0,10,7.17,7,0,299434
2491,10850,2056070623,282816,0,1,2,6,0,7.67,6.21,12,0,298983
1921,3425,999069600,137666,0,0,2,12,0,8.85,7.95,7,0,298298
2248,11620,1379060230,192911,0,1,10,11,0,8.06,7.99,18,0,298086
2043,5630,1097373187,142281,0,0,2,24,0,9.31,8.88,15,0,297944
3297,10123,1612916312,213858,0,0,1,14,0,8.65,8.32,12,0,297356
2114,5415,1568351500,210399,0,0,5,3,0,9.22,8.56,7,0,297025
1484,3462,830211500,124115,0,0,7,5,0,9,8.11,7,0,295189
2747,8164,1894670051,240248,0,0,1,7,0,8.97,7.51,15,0,294320
1362,2397,1123554000,165682,0,1,12,22,0,9.51,8.07,7,0,293787
1874,6348,1348359179,189172,0,0,12,5,0,8.85,8.34,18,0,292655
1670,8057,1314731500,186751,0,0,6,10,0,9.57,8.04,12,0,292529
2527,9941,1681371746,222054,0,1,12,10,0,8.87,7.66,15,0,292430
1910,8213,1724053500,229039,0,0,2,16,0,8.87,7.59,15,0,292217
1049,7584,1334621500,206841,0,0,1,17,0,9.3,5.81,15,0,291685
1877,11695,1202653000,160948,0,1,10,8,1,9.21,7.48,15,0,291143
1344,7377,1289576500,189862,0,1,8,21,0,8.58,5.78,18,0,290334
2574,5322,1419762100,194055,0,0,2,4,0,9.57,8.29,7,0,289645
2588,11019,1786852925,225923,0,0,3,19,0,9.05,7.84,18,0,289534
1456,8279,1549768500,196010,0,0,10,1,0,8.88,5.74,18,0,289117
3171,7885,1588697000,204497,0,0,10,26,1,6.86,7.5,15,0,288016
2279,12650,1451366500,219419,0,0,12,3,1,7.6,5.4,15,1,286657
1316,8299,1388548000,209269,0,0,5,29,0,7.9,6.7,15,0,284619
377,2548,550511000,81519,0,0,4,9,0,9.27,9.08,12,0,284360
1712,8532,1461573500,194276,0,0,1,18,1,9.25,7.4,15,0,283449
2164,3338,1427105800,191913,0,1,4,30,1,9.42,8.42,7,0,283300
3082,13671,1810590289,238117,0,1,3,25,0,8.9,6.92,15,0,282662
2444,3573,1275013100,167440,0,0,12,22,0,9.61,8.75,7,0,282419
1509,9365,1602814000,222237,0,0,8,26,0,8.94,6.16,15,0,281642
1953,6166,1528942100,200109,0,0,5,29,0,8.32,7.4,15,0,279488
2814,5245,1655381700,216465,0,1,5,4,1,9.23,7.86,7,0,278914
2660,11197,1825749346,235413,0,0,12,10,0,8.98,7.85,12,0,278015
1624,8520,1118606500,166603,0,0,6,11,0,9.07,7.01,15,0,277224
1631,6788,1658868300,205862,0,0,2,22,0,9.25,8,18,0,276379
1595,5757,1311275500,177998,0,0,1,18,0,9.29,8.9,7,1,276334
1532,9068,1146500500,177933,0,0,4,17,0,7.5,7.08,18,0,274628
1980,4151,1183168000,175196,0,1,2,7,0,9.22,5.27,7,0,274229
1782,9529,1535602000,232915,0,1,2,5,1,9.41,8.35,15,0,272890
3112,7100,1523333214,194872,0,0,5,9,0,9.45,8.38,7,0,272736
2073,10753,1287197000,195654,0,1,4,30,1,4.07,4.07,18,0,272648
1436,3123,708251000,107729,0,1,4,26,0,9.22,8.38,7,0,272062
1487,9260,1330626000,183670,0,0,8,20,1,7.71,2.52,15,0,271514
1729,9891,1728289500,222035,0,0,2,11,0,8.75,4.72,18,0,270683
2218,11617,1477300500,201477,0,0,3,15,1,8.88,6.86,15,0,270602
2452,12176,1570814100,223477,0,1,10,17,1,8.94,6.18,15,0,270148
1142,4000,609218000,101428,0,0,7,17,0,8.69,7.25,7,0,269947
1992,9005,1895358500,240145,0,1,2,14,0,9.01,7.57,18,1,269510
1474,5821,994489500,131487,0,1,1,27,0,7.71,8.35,15,0,269157
1222,6696,1623186000,208325,0,1,2,10,0,9.81,7.41,18,0,267843
1932,4574,1244735000,183038,0,0,1,10,0,9.17,8.68,7,0,267373
1592,5186,1195064674,156263,0,0,9,27,0,10,7.63,18,0,266574
2261,8594,1422874500,183220,0,1,2,26,0,7.97,7.99,15,0,266389
2204,4509,1402361500,209570,0,1,12,31,0,7.87,7.84,7,0,266253
2882,11378,1869623000,237968,0,0,5,27,0,8.99,7.17,12,0,265744
1511,9016,1184518000,179824,0,0,3,6,1,10,7.52,15,0,265323
955,3405,1091054000,163560,0,1,7,28,0,9.22,8.15,7,0,264918
1759,2623,1128646100,152191,0,0,9,4,0,9.66,8.33,7,0,262289
2625,8571,1442896798,185752,0,0,11,5,0,9.28,8.39,12,0,260721
2275,8265,1325937500,184123,0,0,3,21,0,8.23,8.42,18,0,260144
984,6473,1119317500,177683,0,0,11,20,0,7.48,4.11,15,0,257808
2692,8627,1832973500,222055,0,0,9,10,1,8.1,5.79,18,0,257716
1022,2138,848267100,116157,0,1,2,12,0,9.49,8.27,12,0,257381
981,3492,1423934000,149513,0,0,9,8,0,8,6.55,18,0,257193
1336,5844,1386643000,189113,0,1,12,22,0,9.4,8.2,15,0,257106
2632,9856,1859552192,238197,0,0,1,7,0,9.66,8.26,15,0,256475
1717,7014,1818200500,241759,1,1,8,11,0,7.75,5.7,15,0,256346
5423,21498,2938202130,407965,0,1,6,28,1,8.14,4.28,18,1,255151
2225,11625,1513972000,216641,0,0,10,17,1,8.99,6.88,15,0,252475
2604,12950,1582265620,211403,0,1,10,16,0,8.75,7.46,15,0,252444
1557,7950,1455545500,200984,0,1,8,12,1,8.19,7.89,15,2,251314
3065,13080,1853284639,228560,0,1,6,23,1,8.73,6.39,18,1,250650
1751,9995,1224720000,186186,0,1,6,5,1,8.15,5.94,15,0,249114
1183,6493,941872000,149914,0,0,7,2,0,8.73,4.99,15,0,248943
2441,10067,1378491554,176745,0,0,3,12,1,9.4,7.84,15,0,248215
1304,8083,1047997500,165414,0,1,10,16,0,9.2,7.17,15,0,247373
1424,9259,1267131500,185647,0,0,3,12,0,9.75,6.12,15,0,247138
1884,9033,1339228500,182791,0,0,10,21,0,8.81,6.18,12,1,245343
1604,8413,1292760500,196003,0,0,8,13,0,9.62,5.54,15,0,244338
2563,10587,1210446000,166828,0,1,4,27,1,8.51,7.52,12,1,243094
2522,10989,1323712659,171453,0,0,9,18,0,9.42,7.55,18,0,242707
1317,7761,1226096000,184685,0,0,2,26,0,9,5.94,18,0,241669
1847,6751,1023899188,149637,0,0,10,23,0,9.26,9.05,15,0,241514
1912,6525,1048296400,136906,0,0,6,18,0,9.37,7.81,15,0,240990
1506,8427,1155323500,173406,0,0,3,6,0,8.96,7.25,15,0,239674
1970,10024,1425637000,188314,0,0,3,14,0,9.7,8.19,15,0,239483
2757,8941,1716961053,184773,0,0,10,28,0,9.3,8.43,12,0,238257
1174,6583,934294000,125383,0,0,3,11,0,8.68,8.64,18,0,238073
2371,8900,1027359100,137079,0,1,6,18,0,9.07,8.04,12,0,237147
1441,7821,969450000,126343,0,0,3,31,0,8.96,7.96,18,0,236359
1877,4017,861071500,125819,0,0,2,6,0,9.15,8.46,7,0,236129
1747,2681,1076195500,167670,0,0,12,19,0,8.51,7.84,7,0,235688
3238,11938,1672757000,204040,0,1,6,16,0,9.16,8.38,12,0,235207
2169,4115,1057955000,147349,0,0,12,19,0,8.28,7.5,7,0,233563
2302,5543,1362030600,192922,0,1,1,14,0,9.43,8.12,7,0,233347
2354,3680,1233758800,156221,0,0,9,14,0,9.45,8.63,7,0,233283
2252,10720,1183205656,164180,0,1,10,25,1,8.79,6.42,15,0,233211
1271,7307,1275012000,195233,0,0,2,5,0,8.19,7.49,15,0,232972
1093,4639,807625000,121688,0,0,1,8,0,7.8,8.16,15,0,232532
3403,13089,1450376882,182255,0,0,4,5,1,9.2,7.67,15,0,232016
1451,9703,1981860000,287010,0,0,8,19,1,8.66,5.87,15,1,229610
1038,6030,1181701000,167016,0,0,8,19,1,8.59,7.14,15,0,229610
3004,8723,1201752933,174940,0,0,2,24,1,9.3,8.78,12,0,229059
1244,7422,1150154000,155026,0,1,2,25,0,8.25,7.25,15,0,229014
1544,9621,1466560500,186564,0,0,9,22,0,8.29,6.8,12,0,228899
2516,9809,1347706300,175271,0,1,4,3,0,9.34,7.35,15,0,228539
891,2902,593029500,88488,0,0,7,15,0,9.33,8.08,7,0,228143
1888,8307,1268521500,169303,0,1,6,28,0,8.63,6.99,18,0,228090
1591,2661,1193289800,167005,0,0,12,24,0,8.99,7.87,7,0,227586
1092,7330,1209338000,183238,0,0,10,2,0,8.18,3.59,12,0,227354
1666,3011,878548295,125519,0,1,5,29,0,9.22,8.83,12,0,225842
2496,10024,1333902136,188978,0,1,8,29,0,8.48,7.25,12,0,225146
1894,9281,1376125500,186346,0,1,2,21,1,9.1,6.61,18,2,224891
2356,6291,884926616,121384,0,0,11,25,0,9.63,8.55,12,0,224849
1500,4962,622137300,80798,0,0,4,17,1,9.42,8.78,18,0,224452
1467,4275,1454382000,191307,0,1,2,24,0,9.02,8.42,7,0,222953
1688,9606,1063828500,142602,0,1,4,15,0,6.3,7.1,15,0,222927
1761,8582,1035587000,139540,0,1,6,1,1,8.89,7.8,12,0,222731
1551,4397,718267000,108226,0,0,5,21,0,9.25,9.11,7,0,222594
1119,5516,390398500,54480,0,1,5,13,1,8.92,8.91,15,0,222017
2531,10929,1417787851,187955,0,1,4,10,0,7.61,6.32,15,0,221327
1665,5656,821119000,86057,0,1,4,14,0,9.85,8.45,7,0,221176
1404,8698,969535000,148084,0,1,4,9,1,9.81,8.3,15,0,219962
2356,6843,1309054141,174442,0,0,5,7,0,8.47,6.18,15,0,219678
2274,3545,1202242700,167984,0,0,4,30,0,9.56,8.3,7,0,219621
1123,6814,1010534000,152260,0,0,2,26,0,8.59,4.45,15,0,217924
1884,9797,1385421000,196003,0,1,7,12,1,9.15,6.1,7,0,217493
1565,2685,585323500,89676,0,1,4,25,0,9.24,8.33,7,0,217320
1516,8267,1429897500,185397,0,0,2,24,0,9.59,8.13,18,0,217077
2460,4487,1259315300,158959,0,1,12,8,0,9.61,8.96,12,0,216861
2120,8016,934699000,133861,0,1,4,18,0,9.38,8.69,12,0,216852
1175,5353,532196000,83117,0,0,9,4,0,9.21,8.63,7,0,216755
959,6778,994625000,153616,0,1,5,15,0,10,8.18,12,0,216703
2270,11184,1356091000,176578,0,0,6,16,0,7.97,5.82,12,0,216676
1053,3448,990788500,165102,0,0,4,30,0,9.65,7.35,7,0,216487
2365,3381,1175482300,155410,0,1,12,28,0,9.65,8.79,7,0,215993
1467,9143,1257282500,165432,0,1,10,15,0,9.58,3.78,18,1,215362
1640,7872,865688000,131355,0,0,1,31,1,8.81,5.85,12,0,214946
3257,13427,1249041520,156814,0,0,4,7,0,9.36,9.04,12,0,214003
1402,6984,900567000,134171,0,0,2,19,0,9.36,8.65,12,0,213500
1166,6368,672258000,104265,0,1,2,14,1,7.89,6.52,15,0,212854
1492,5771,1343791200,153240,0,0,9,21,0,7.48,6.4,18,0,212599
1741,3142,751359200,103982,0,0,10,2,0,9.14,8.48,7,0,212368
2718,9940,1433502653,178040,0,0,5,7,1,8.73,7.37,18,0,212154
1409,7388,1303022500,176095,0,1,2,25,0,6.88,6.67,15,0,212035
1417,8708,872445000,129160,0,0,4,17,0,9.43,6.34,18,0,211740
901,5872,1183025500,167719,0,1,3,12,0,9.32,6.29,18,0,211290
1113,5208,967290500,145955,0,0,8,11,0,9.24,8.91,7,0,210493
1935,9297,1099511000,157046,0,1,11,15,1,8.77,6.32,15,1,210278
1577,9255,1134443000,153290,0,0,8,27,0,9.87,6.2,15,0,210018
873,5050,963018500,145149,0,0,2,21,0,9.92,8.43,15,0,209673
1745,8934,1261838500,168377,0,0,4,14,0,8.43,6.11,15,0,208912
1202,7579,1008200000,152066,0,0,3,26,0,8.76,6.72,15,0,208094
1462,5584,1016645500,158133,0,0,1,22,0,8.92,7.28,7,0,208054
2222,8081,1147962600,151754,0,1,12,4,1,8.47,6.97,15,0,206953
1344,2756,509068000,72852,0,0,9,20,0,10,7.99,7,0,206320
1435,3490,610978000,86452,0,1,1,12,1,9.62,8.65,7,0,205579
2571,9115,1232510100,152477,0,0,3,5,0,7.99,8.19,18,0,204742
2922,8238,1333813433,164196,0,1,2,25,1,8.52,7.83,18,1,203775
1774,5341,587362000,80823,0,0,5,22,0,9.57,8.11,18,0,203476
1436,4393,966329000,132015,0,0,12,13,0,8.7,8.2,15,1,202805
2260,3453,894272900,123675,0,1,1,7,0,9.22,8.69,7,0,202538
983,5373,875266500,111087,0,1,3,17,0,9.62,8.17,15,0,202148
2465,3506,809069500,108793,0,0,2,9,0,9.49,8.7,7,0,201365
1601,8525,1197429500,155469,0,0,11,18,1,8.71,7.72,18,1,200123
2244,10727,1541034500,165791,0,0,2,22,0,9.14,7.75,18,0,200038
